0.000,0.000
1.000,21622.320
1.000,21681.910
1.000,21829.400
1.000,21889.660
1.000,32172.160
1.000,42874.280
1.000,69264.420
1.000,72101.620
0.000,87151.870
1.000,96193.580
0.000,127752.760
0.000,127919.080
1.000,127937.030
0.000,151730.260
1.000,151809.160
0.000,166552.510
1.000,197438.880
1.000,205197.230
0.000,216530.500
1.000,250857.650
1.000,324643.180
0.000,10.240
1.000,6988.530
1.000,21829.230
1.000,38929.260
1.000,44824.490
1.000,74202.910
1.000,74259.130
1.000,79575.280
1.000,96163.020
1.000,96264.170
1.000,114392.410
1.000,114615.150
1.000,155589.380
1.000,155674.740
0.000,159084.770
0.000,159171.530
1.000,186418.780
1.000,198479.840
1.000,198868.660
0.000,227382.600
1.000,271331.130
1.000,307630.170
0.000,315903.380
1.000,331305.300
0.000,20.480
1.000,32.120
1.000,85.480
1.000,20525.260
0.000,23009.270
1.000,30733.140
1.000,54586.020
1.000,58166.130
1.000,58229.920
1.000,58521.670
1.000,58920.450
0.000,73450.710
1.000,83282.220
1.000,115941.180
1.000,116025.170
1.000,116129.510
0.000,117642.520
1.000,154011.500
1.000,154110.860
1.000,192309.150
0.000,227979.560
1.000,302935.830
0.000,304856.070
1.000,311549.220
1.000,323282.380
0.000,30.720
0.000,8917.080
1.000,8936.000
1.000,86756.610
0.000,91177.560
1.000,91195.980
1.000,92010.530
1.000,124717.710
1.000,147949.300
1.000,148523.630
1.000,149037.010
1.000,155300.550
0.000,161042.490
1.000,161061.990
1.000,161122.830
0.000,161205.750
0.000,173376.620
1.000,188507.780
0.000,189725.020
1.000,191552.410
0.000,196237.440
0.000,196296.360
1.000,223889.820
0.000,232373.780
1.000,232877.370
1.000,232960.980
1.000,233017.140
1.000,234868.560
1.000,238393.040
1.000,239977.170
1.000,255384.300
1.000,262207.840
1.000,271388.190
1.000,283936.170
1.000,296248.870
1.000,317504.080
1.000,334149.600
0.000,40.960
1.000,14053.750
0.000,35059.710
1.000,36938.500
1.000,37035.220
1.000,59602.000
1.000,66139.620
1.000,92458.150
0.000,106693.410
1.000,113945.660
0.000,114690.130
1.000,115046.970
0.000,175628.330
1.000,175647.720
1.000,198697.570
0.000,205864.920
1.000,207736.640
1.000,214160.330
1.000,214596.210
1.000,214655.170
1.000,223590.210
0.000,224050.310
0.000,227158.220
0.000,228208.510
0.000,234584.070
1.000,247616.750
0.000,255064.390
1.000,257138.960
1.000,265902.920
1.000,279521.570
1.000,279578.390
1.000,291496.540
1.000,319822.970
0.000,51.200
1.000,17001.860
0.000,37952.700
1.000,52050.880
1.000,80751.390
1.000,99911.060
1.000,135205.380
1.000,159556.150
1.000,207814.880
1.000,216859.280
1.000,248542.370
1.000,252310.540
1.000,252433.950
1.000,269066.580
1.000,280499.040
1.000,288354.300
1.000,298964.510
1.000,299066.130
1.000,315435.250
0.000,61.440
0.000,39984.440
1.000,40003.850
0.000,50750.390
0.000,50908.400
1.000,76680.910
1.000,81718.830
1.000,88091.210
1.000,102048.150
1.000,108581.040
0.000,122644.720
1.000,139367.300
1.000,160337.950
1.000,164260.700
0.000,183519.990
0.000,225535.560
1.000,225554.790
1.000,239744.180
1.000,250735.350
0.000,254122.240
0.000,259264.780
1.000,301513.660
1.000,320366.180
1.000,320456.460
0.000,71.680
1.000,10922.190
1.000,82160.370
1.000,84678.430
1.000,94164.380
1.000,95740.530
1.000,102527.920
1.000,105421.070
1.000,113009.870
1.000,113070.290
1.000,123313.090
1.000,123395.800
1.000,125556.370
0.000,166341.160
0.000,166404.880
1.000,199462.480
1.000,205119.480
1.000,205343.510
1.000,205428.490
1.000,205539.800
1.000,206882.380
1.000,217197.970
1.000,227090.950
1.000,239701.150
0.000,249898.040
1.000,267964.390
1.000,268258.730
1.000,268375.020
0.000,310651.190
0.000,81.920
0.000,17976.550
0.000,20747.040
1.000,38676.120
0.000,38982.820
1.000,52488.530
1.000,72430.040
0.000,85415.430
1.000,99581.650
0.000,103271.080
0.000,103598.430
1.000,115802.880
1.000,115870.010
1.000,117790.170
1.000,137784.030
1.000,161104.500
1.000,186034.680
0.000,194007.390
1.000,262941.250
1.000,272336.450
1.000,295647.680
1.000,332759.270
0.000,92.160
1.000,5862.710
1.000,55727.520
1.000,84164.270
1.000,106433.760
0.000,109934.760
0.000,114725.920
1.000,127857.390
1.000,138791.770
1.000,146933.160
1.000,146987.890
1.000,155840.760
1.000,180367.080
1.000,206391.410
1.000,207061.670
1.000,210511.560
1.000,233320.970
1.000,248471.110
1.000,267263.970
1.000,268223.390
1.000,269901.100
1.000,294098.380
1.000,296385.720
0.000,102.400
1.000,9915.530
1.000,14349.500
1.000,52757.040
0.000,60262.460
1.000,85319.670
0.000,100106.080
1.000,110029.990
0.000,128322.500
1.000,128341.520
1.000,176780.180
1.000,179048.950
1.000,182941.520
1.000,200776.030
1.000,226243.720
1.000,232477.850
1.000,241225.300
0.000,270651.810
1.000,270671.510
1.000,270739.870
1.000,287740.930
1.000,325527.740
0.000,112.640
1.000,28554.220
1.000,48421.020
1.000,60342.160
1.000,117202.860
1.000,123390.810
1.000,123454.210
1.000,123529.310
1.000,123601.570
1.000,143061.520
1.000,165946.680
1.000,180566.620
1.000,182956.620
1.000,183149.990
1.000,188592.440
1.000,188659.090
1.000,188697.380
1.000,214760.010
1.000,227966.980
0.000,262294.510
1.000,320809.630
0.000,122.880
1.000,72402.700
0.000,84903.900
1.000,94472.010
0.000,110477.880
1.000,116835.950
0.000,158019.160
1.000,166379.220
0.000,193531.100
1.000,213473.260
1.000,229616.780
1.000,233415.350
1.000,237802.250
1.000,249757.930
1.000,276753.530
1.000,276839.750
0.000,312075.250
1.000,318045.840
0.000,133.120
1.000,39303.200
0.000,60640.710
1.000,67558.040
1.000,80015.680
0.000,110012.250
1.000,115741.880
1.000,198744.070
1.000,200259.770
0.000,201839.640
1.000,201858.140
1.000,216400.460
1.000,216890.130
1.000,227095.350
0.000,273952.490
1.000,293155.280
1.000,320532.670
0.000,143.360
1.000,1083.410
1.000,1380.370
0.000,38780.220
1.000,46472.150
1.000,60887.170
1.000,119450.860
1.000,127588.700
0.000,140902.940
1.000,156229.090
1.000,178799.110
1.000,224886.330
1.000,225058.650
1.000,246739.510
1.000,297017.970
1.000,318997.280
1.000,328704.860
1.000,331853.590
0.000,153.600
0.000,600.800
0.000,2354.610
1.000,23833.450
0.000,31404.390
1.000,56757.900
1.000,95880.520
0.000,103527.780
1.000,123873.310
1.000,124448.190
1.000,126215.140
1.000,144762.510
1.000,144815.100
1.000,156865.340
1.000,156983.560
1.000,159133.770
1.000,165396.350
0.000,216458.230
0.000,238519.740
0.000,268768.980
1.000,268788.090
0.000,268837.820
0.000,289959.570
1.000,289978.290
1.000,315009.560
1.000,316241.200
1.000,316576.460
0.000,163.840
0.000,36324.520
1.000,36344.020
0.000,52594.060
0.000,62530.660
1.000,82562.920
1.000,93841.880
1.000,119970.140
1.000,126017.970
1.000,128447.980
1.000,151462.510
1.000,171810.060
0.000,178680.600
1.000,218326.700
1.000,220181.190
1.000,227424.520
1.000,236903.400
1.000,245385.340
1.000,246154.740
1.000,246595.590
1.000,270578.810
1.000,270812.250
1.000,271359.950
1.000,286620.280
1.000,286673.150
0.000,311335.990
0.000,311393.020
1.000,312742.310
0.000,174.080
1.000,15002.450
1.000,38879.180
1.000,50509.030
1.000,80434.820
1.000,83965.990
1.000,88813.070
1.000,101136.640
1.000,106967.590
1.000,107869.110
1.000,145151.710
1.000,172738.570
0.000,179777.680
1.000,203355.830
1.000,208247.330
0.000,208521.090
1.000,247641.650
0.000,258094.920
1.000,265416.540
1.000,271944.160
1.000,288525.850
0.000,300241.420
1.000,311728.510
0.000,184.320
1.000,7313.820
1.000,11391.010
1.000,19688.310
1.000,19763.790
0.000,29930.430
1.000,29949.260
1.000,56476.940
1.000,97342.690
0.000,114052.890
1.000,114071.750
1.000,129924.770
1.000,129988.490
1.000,154327.450
1.000,167323.940
1.000,212974.910
1.000,213044.810
1.000,213077.050
1.000,213080.130
0.000,231977.390
1.000,239743.540
1.000,239797.730
0.000,244942.580
1.000,248713.640
1.000,253319.740
1.000,300195.750
1.000,300280.910
1.000,332235.290
1.000,332754.270
1.000,332813.580
1.000,335711.760
0.000,194.560
1.000,16588.760
1.000,33268.580
1.000,45800.990
1.000,45865.610
1.000,69596.040
1.000,71522.190
0.000,126742.500
1.000,149926.520
1.000,150257.760
1.000,158087.840
0.000,158701.730
1.000,195786.480
1.000,221699.580
1.000,242156.240
1.000,258526.150
1.000,258605.160
1.000,283243.790
0.000,204.800
1.000,20393.280
0.000,21709.290
1.000,46001.280
1.000,75265.000
1.000,108647.810
0.000,117984.710
1.000,139519.940
1.000,173936.510
1.000,176663.260
1.000,177371.030
1.000,206408.430
1.000,227735.280
1.000,232362.550
1.000,234630.300
0.000,239636.890
1.000,242994.190
1.000,258386.610
0.000,263948.020
1.000,294209.950
1.000,314151.990
0.000,319048.050
1.000,322827.030
0.000,215.040
1.000,33908.010
1.000,33998.070
1.000,34142.730
1.000,63724.330
1.000,79132.770
1.000,79208.680
0.000,96413.270
1.000,96432.050
0.000,96512.970
0.000,104331.100
0.000,133627.970
1.000,149581.990
1.000,149796.540
1.000,155331.810
1.000,164529.570
1.000,171537.510
0.000,182787.050
1.000,186250.160
0.000,190434.540
0.000,190537.320
1.000,259898.370
1.000,274485.320
1.000,303178.480
1.000,303508.910
1.000,315774.640
1.000,332741.220
0.000,225.280
0.000,41421.650
1.000,41440.460
1.000,45902.960
1.000,48549.030
0.000,69553.750
0.000,69858.860
0.000,70023.280
1.000,80763.950
1.000,83301.400
1.000,83451.030
1.000,83535.790
1.000,98858.860
1.000,99858.410
0.000,106637.910
0.000,116982.530
1.000,117073.150
1.000,146009.390
1.000,146170.340
0.000,166674.120
1.000,166693.180
1.000,175886.730
1.000,198360.000
1.000,209244.460
1.000,222590.260
0.000,235.520
1.000,30998.720
1.000,38864.640
1.000,39004.310
1.000,39072.000
1.000,39103.860
1.000,49072.570
1.000,55161.650
1.000,60847.010
1.000,109877.070
1.000,111339.840
1.000,119940.280
1.000,126402.130
1.000,147137.070
1.000,148458.850
1.000,189092.780
1.000,193942.440
1.000,213788.710
1.000,213990.150
0.000,249510.950
0.000,250169.680
1.000,271365.040
1.000,293700.280
1.000,306570.120
1.000,308724.410
1.000,311649.040
1.000,318062.010
0.000,245.760
0.000,56902.320
1.000,79427.550
1.000,85517.030
1.000,86687.700
1.000,179987.160
1.000,184547.410
1.000,198614.620
0.000,246216.770
1.000,249427.650
1.000,256164.880
0.000,273234.780
0.000,273376.690
1.000,274237.960
0.000,281122.680
0.000,281218.560
1.000,282546.260
1.000,283553.120
0.000,283950.100
0.000,296532.020
1.000,298977.880
1.000,305238.450
1.000,311222.760
1.000,335087.510
0.000,256.000
1.000,30335.430
1.000,56821.580
1.000,70937.820
1.000,93077.400
0.000,120947.080
0.000,126026.260
0.000,126860.840
1.000,127152.530
1.000,166586.570
1.000,180078.530
0.000,267501.530
0.000,283646.610
1.000,288177.490
1.000,288416.550
0.000,299184.890
1.000,300471.480
1.000,326492.570
0.000,266.240
1.000,19615.990
1.000,37319.720
1.000,47196.220
1.000,111819.380
1.000,125002.610
1.000,126622.110
1.000,134368.340
1.000,148883.470
1.000,164766.320
1.000,200224.600
0.000,219569.560
1.000,253963.710
1.000,263111.680
0.000,278280.970
0.000,276.480
1.000,7990.050
1.000,8120.390
1.000,10858.320
1.000,132153.650
1.000,160891.070
1.000,172968.240
1.000,176389.730
1.000,183240.880
0.000,192432.850
1.000,209603.330
1.000,226561.110
1.000,242898.520
1.000,252979.040
0.000,326045.870
1.000,334484.510
0.000,286.720
1.000,30462.880
1.000,76826.450
1.000,77366.930
0.000,90669.480
1.000,108556.940
1.000,126039.670
1.000,145731.410
1.000,155657.500
1.000,159338.150
1.000,159499.060
1.000,162455.170
1.000,172941.300
1.000,202086.790
1.000,202806.920
1.000,207613.040
1.000,233314.620
1.000,233858.330
1.000,236788.540
1.000,259060.930
1.000,296874.060
0.000,299331.050
1.000,304899.560
0.000,325464.770
1.000,325483.670
0.000,296.960
1.000,20939.070
1.000,26694.090
1.000,42497.800
1.000,91959.660
1.000,134549.350
1.000,219419.250
1.000,234164.340
1.000,238206.830
1.000,238276.290
1.000,238308.490
0.000,252259.650
1.000,252278.090
1.000,274189.960
0.000,284652.300
1.000,303095.810
1.000,304413.090
1.000,305001.440
1.000,307816.790
1.000,309867.880
0.000,307.200
1.000,1366.190
1.000,53984.280
1.000,78524.850
0.000,80145.790
0.000,97675.670
1.000,97695.020
1.000,112003.590
1.000,113165.840
1.000,114143.840
1.000,115339.230
1.000,137553.100
1.000,159426.440
1.000,239512.250
0.000,314616.930
0.000,314829.070
0.000,317.440
1.000,17216.860
0.000,62502.890
1.000,63607.700
1.000,81451.910
1.000,89522.060
1.000,105271.090
1.000,121841.410
1.000,131061.210
0.000,159686.600
0.000,159765.920
1.000,194773.990
0.000,195501.960
1.000,195521.010
1.000,196816.350
1.000,196958.260
1.000,202067.980
0.000,259271.910
1.000,260009.890
0.000,263391.540
1.000,286977.290
1.000,312988.440
0.000,327.680
0.000,30851.580
1.000,69522.520
1.000,71262.470
0.000,84646.880
1.000,92517.640
0.000,96455.060
1.000,145638.980
1.000,149722.760
1.000,178627.920
0.000,191119.440
0.000,205121.810
0.000,224742.050
1.000,235685.350
0.000,248817.270
1.000,258438.060
1.000,272702.750
1.000,272864.180
1.000,290424.450
0.000,337.920
1.000,11332.450
1.000,14394.780
0.000,33719.430
1.000,39326.610
1.000,52004.220
1.000,54956.410
1.000,110999.840
0.000,125220.300
0.000,125442.170
1.000,127336.940
1.000,147714.510
1.000,189747.790
1.000,228886.130
1.000,229269.320
0.000,239669.000
1.000,240093.850
1.000,240812.230
0.000,252805.910
0.000,252867.450
1.000,256432.640
0.000,272042.020
1.000,286165.500
1.000,289840.800
0.000,308890.790
1.000,308909.450
0.000,332244.250
0.000,348.160
1.000,10062.720
1.000,11170.530
1.000,15577.690
1.000,34186.700
1.000,92467.930
1.000,92572.540
1.000,100158.280
1.000,101330.670
1.000,114000.970
1.000,121286.190
1.000,148494.860
1.000,149211.950
0.000,150080.990
1.000,155207.260
1.000,155332.930
1.000,164654.050
1.000,164712.940
1.000,174600.730
0.000,192497.910
0.000,192574.180
0.000,192685.530
1.000,217202.110
1.000,225309.400
1.000,264612.190
1.000,267666.190
1.000,267738.080
1.000,294104.880
1.000,296430.050
0.000,308618.680
1.000,310883.000
0.000,358.400
0.000,9621.790
1.000,12069.800
1.000,46574.940
1.000,64595.350
1.000,91842.000
1.000,91909.340
1.000,95524.110
1.000,119926.450
0.000,122161.640
1.000,122458.980
1.000,122541.190
1.000,130335.110
1.000,179760.230
1.000,206998.280
1.000,207468.860
1.000,237964.020
0.000,247792.820
0.000,247980.350
0.000,269440.500
0.000,290872.920
1.000,312797.360
0.000,368.640
0.000,3197.210
1.000,14070.530
1.000,19818.610
1.000,52550.060
0.000,86007.380
1.000,97756.960
0.000,120978.840
0.000,123760.650
1.000,127989.720
1.000,129316.540
0.000,134687.890
0.000,211558.130
1.000,233058.840
0.000,248654.700
1.000,254788.620
1.000,258920.680
1.000,282079.550
0.000,283342.830
0.000,289175.950
1.000,314421.400
1.000,326415.230
1.000,331664.600
0.000,378.880
0.000,40834.160
0.000,49663.160
0.000,52312.400
1.000,131723.650
0.000,135204.170
1.000,177355.110
1.000,182408.970
1.000,183765.980
0.000,234755.660
1.000,234774.700
1.000,240757.610
0.000,260200.860
0.000,266262.520
1.000,266281.320
1.000,281335.990
0.000,299375.390
1.000,301768.990
1.000,314271.270
0.000,389.120
1.000,14037.120
0.000,37286.300
1.000,50331.820
1.000,64735.510
1.000,70803.120
1.000,103175.170
1.000,179134.180
1.000,240219.850
1.000,242612.910
1.000,247234.530
1.000,290166.280
0.000,399.360
0.000,27603.710
1.000,27622.720
1.000,53313.900
1.000,55616.370
1.000,55765.970
0.000,56587.090
1.000,62668.290
1.000,84972.940
